recordid,datavalue,datasheetid,indicatorid,indicator,datacategory,unitid,unit,subgroupid,subgroup,timeperiodid,timeperiod,sourceid,source,source_catid,area_table_id,area_id,area_parent_id,area_lft,area_rgt,area_name,area_level,datasheet
206698,15000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206970,130000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207182,380000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207514,110000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207770,10000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208042,23000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208254,68000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208570,130000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208842,780000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209114,2100000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209386,2200000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209642,160000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209914,950000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210186,2600000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210458,2800000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210714,100000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210986,660000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211420,1800000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211713,1700000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",74,2007,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
140738,8.4,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1434,"Total 25+ yr",75,2007-2008,740,"UNAIDS_Data retrieved from http://www.aidsinfoonline.org",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
140740,4.8,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1366,"Total <25 yr",75,2007-2008,740,"UNAIDS_Data retrieved from http://www.aidsinfoonline.org",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
140742,3.4,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,180,Female,75,2007-2008,740,"UNAIDS_Data retrieved from http://www.aidsinfoonline.org",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
140744,7.2,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,639,Male,75,2007-2008,740,"UNAIDS_Data retrieved from http://www.aidsinfoonline.org",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
63118,10,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",37,"Per 100,000 population (Estimate)",1,Total,77,2008,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
63299,14,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",38,"Per 100,000 population (High estimate)",1,Total,77,2008,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
63480,6.8,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",39,"Per 100,000 population (Low estimate)",1,Total,77,2008,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
66827,18,7,1525,"Tested TB patients who are HIV positive","HIV Prevalence and Epidemiology",1,Percent,1,Total,77,2008,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199316,36000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199564,20000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199765,96000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200145,120000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200402,24000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200507,43000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200779,120000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201051,140000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201307,16000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201579,29000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201851,78000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
202123,94000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205371,140000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205627,12000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205899,42000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206221,130000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206443,250000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206699,14000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206971,120000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207183,350000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207515,99000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207771,9700,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208043,21000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208255,61000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208571,130000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208843,780000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209115,2100000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209387,2200000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209643,160000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209915,940000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210187,2600000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210459,2700000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210715,110000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210987,650000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211421,1800000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211714,1700000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",77,2008,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
40177,7.3,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,1,Total,78,2008-2009,243,"India_Provisional Estimate of HIV Sentinel Surveillance 2008-2009 cited in UNAIDS, UNGASS Country Progress Report, 2010",3,1580,ASIIND,12,9550,10849,India,2,"Men who have Sex with Men (MSM)"
89376,4.9,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,421,FSWs,78,2008-2009,243,"India_Provisional Estimate of HIV Sentinel Surveillance 2008-2009 cited in UNAIDS, UNGASS Country Progress Report, 2010",3,1580,ASIIND,12,9550,10849,India,2,"Sex Workers (SW)"
94788,9.2,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,78,2008-2009,243,"India_Provisional Estimate of HIV Sentinel Surveillance 2008-2009 cited in UNAIDS, UNGASS Country Progress Report, 2010",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
40178,7.3,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,1,Total,79,2009,757,"UNAIDS_Report on The Global AIDS Epidemic, 2010",3,1580,ASIIND,12,9550,10849,India,2,"Men who have Sex with Men (MSM)"
63119,9.8,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",37,"Per 100,000 population (Estimate)",1,Total,79,2009,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
63300,14,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",38,"Per 100,000 population (High estimate)",1,Total,79,2009,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
63481,6.5,7,1518,"Estimated incidence of TB cases who are HIV-positive","HIV Prevalence and Epidemiology",39,"Per 100,000 population (Low estimate)",1,Total,79,2009,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
66828,14,7,1525,"Tested TB patients who are HIV positive","HIV Prevalence and Epidemiology",1,Percent,1,Total,79,2009,853,"WHO_WHO (2011). Global Tuberculosis Control 2011.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
88494,4.9,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,421,FSWs,79,2009,757,"UNAIDS_Report on The Global AIDS Epidemic, 2010",3,1580,ASIIND,12,9550,10849,India,2,"Sex Workers (SW)"
94786,9.2,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,639,Male,79,2009,757,"UNAIDS_Report on The Global AIDS Epidemic, 2010",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
140805,4.9,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,1,Total,79,2009,740,"UNAIDS_Data retrieved from http://www.aidsinfoonline.org",3,1580,ASIIND,12,9550,10849,India,2,"Sex Workers (SW)"
199317,33000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199565,18000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199766,88000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200146,110000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200403,23000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200508,40000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200780,110000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201052,130000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201308,15000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201580,26000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201852,71000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
202124,86000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205372,130000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205628,11000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205900,38000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206222,110000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206444,200000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206700,14000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206972,75000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207184,230000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207516,94000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207772,9200,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",79,2009,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
